player,club,age,pos,pos_group,min,market_value,goals_per90,xg_90,xag_90,output_index_v0,value_index_mv,value_index_mv_log
Lewis Dunk,Brighton,31.0,DF,DEF,2869.0,12000000.0,0.09404388714733543,0.1,0.03,0.025484715006560722,0.382264991123544,0.02971855267496762
Lewis Hall,Newcastle United,18.0,DF,DEF,781.0,18000000.0,0.1149425287356322,0.04,0.03,0.02553130021346188,0.2553104490301285,0.029050266558201632
Lewis Miley,Newcastle United,17.0,MF,MID,1202.0,22000000.0,0.07462686567164178,0.09,0.13,0.029253338977193427,0.23934354245714431,0.032890235737559156
Lewis Warrington,Everton,20.0,FW,ATT,1.0,500000.0,0.0,0.0,0.0,0.0,0.0,0.0
Lisandro Martínez,Manchester United,25.0,DF,DEF,646.0,45000000.0,0.0,0.0,0.01,0.0007882882881107457,0.0031531405398808237,0.0008503001313240904
Lloyd Kelly,Bournemouth,24.0,DF,DEF,1559.0,18000000.0,0.0,0.02,0.07,0.006756408109271075,0.06756340545865616,0.007687640461288757
Lorenz Assignon,Burnley,23.0,DF,DEF,1234.0,10000000.0,0.07299270072992702,0.03,0.19,0.02997374873897934,0.5395177659818405,0.03534873865378014
Loris Karius,Newcastle United,30.0,GK,GK,90.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0
Luca Koleosho,Burnley,18.0,"MF,FW",ATT,974.0,7000000.0,0.09259259259259259,0.18,0.12,0.03727163694979164,0.9583888772806549,0.04494999840411397
Lucas Digne,Aston Villa,30.0,DF,DEF,2410.0,12000000.0,0.03731343283582089,0.04,0.15,0.021017522414414087,0.31525810734460114,0.024509214515809948
Lucas Paquetá,West Ham United,25.0,"FW,MF",ATT,2622.0,65000000.0,0.1374570446735395,0.18,0.18,0.05007696804979632,0.1386742967321527,0.052912218732489594
Luis Díaz,Liverpool,26.0,FW,ATT,2629.0,75000000.0,0.273972602739726,0.41,0.19,0.08967954284369385,0.2152303862719382,0.09400920998400389
Luis Sinisterra,Bournemouth,24.0,"FW,MF",ATT,699.0,17000000.0,0.25641025641025644,0.33,0.31,0.09102421959299933,0.9637756498307595,0.10392561860892345
Luke Berry,Luton Town,31.0,"MF,DF",MID,323.0,400000.0,0.5555555555555556,0.28,0.07,0.12285547927171718,55.26009862789018,0.18104121893473277
Luke Harris,Fulham,18.0,MF,MID,75.0,1000000.0,0.0,0.33,0.0,0.0204334365261816,3.6773566505155952,0.028113890416667897
Luke Shaw,Manchester United,28.0,DF,DEF,959.0,32000000.0,0.0,0.0,0.09,0.007094594592996712,0.03990687010946214,0.007803674455598488
Luke Thomas,Sheffield United,22.0,DF,DEF,917.0,6000000.0,0.0,0.05,0.0,0.0030959752312396363,0.0928764706430698,0.003770657642017881
Lyle Foster,Burnley,22.0,"FW,MF",ATT,1899.0,13000000.0,0.23696682464454974,0.21,0.09,0.06275171898316052,0.8688579248109561,0.07281923840523417
Mads Juel Andersen,Luton Town,25.0,DF,DEF,400.0,13000000.0,0.22727272727272727,0.06,0.0,0.044624261170214834,0.6178658303684004,0.05178351709669205
Mads Roerslev,Brentford,24.0,DF,DEF,1985.0,10000000.0,0.04524886877828054,0.04,0.08,0.016927882866710254,0.3046964070654574,0.01996344576809578
Mahmoud Dahoud,Brighton,27.0,MF,MID,452.0,6000000.0,0.0,0.04,0.18,0.016665969370985134,0.4999640822070878,0.02029785772710432
Malo Gusto,Chelsea,20.0,DF,DEF,1751.0,35000000.0,0.0,0.05,0.22,0.02043831756967604,0.10511080693132684,0.02236508144444754
Manor Solomon,Tottenham Hotspur,24.0,FW,ATT,199.0,13000000.0,0.0,0.19,0.38,0.041719660826918956,0.5776488440041148,0.048412919632626616
Manuel Akanji,Manchester City,28.0,"DF,MF",MID,2511.0,45000000.0,0.07168458781362008,0.07,0.02,0.018814167701247306,0.07525636977951011,0.02029421153200813
Marc Cucurella,Chelsea,25.0,DF,DEF,1782.0,25000000.0,0.0,0.06,0.05,0.007656611718041292,0.05512720745400363,0.008543911611227186
Marc Guéhi,Crystal Palace,23.0,DF,DEF,2021.0,38000000.0,0.0,0.03,0.03,0.004222450003076019,0.020000984220434833,0.0045987378090523385
Marcos Senesi,Bournemouth,26.0,DF,DEF,2242.0,22000000.0,0.1606425702811245,0.08,0.07,0.039387241025794786,0.32225660811152734,0.04428402663369193
Marcus Rashford,Manchester United,25.0,FW,ATT,2271.0,60000000.0,0.2777777777777778,0.29,0.09,0.0750512509141866,0.22515307728332798,0.07965490130821647
Marcus Tavernier,Bournemouth,24.0,FW,ATT,2118.0,20000000.0,0.1276595744680851,0.17,0.22,0.05084738151971499,0.45762231507659923,0.05749305442396199
Mario Lemina,Wolverhampton,29.0,MF,MID,2968.0,10000000.0,0.12121212121212122,0.14,0.05,0.03442835389747926,0.6196992155687464,0.04060215806837674
Mark Flekken,Brentford,30.0,GK,GK,3285.0,12000000.0,0.0,0.0,0.01,0.0,0.0,0.0
Mark O'Mahony,Brighton,18.0,FW,ATT,63.0,13000000.0,0.0,0.08,0.0,0.004953560369983418,0.06858680930548772,0.00574828067472288
Mark Travers,Bournemouth,24.0,GK,GK,360.0,3500000.0,0.0,0.0,0.0,0.0,0.0,0.0
Martin Ødegaard,Arsenal,24.0,MF,MID,3091.0,110000000.0,0.23323615160349856,0.22,0.28,0.07767687035639202,0.1271073980438083,0.07974278820222132
Martin Dúbravka,Newcastle United,34.0,GK,GK,1985.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0
Marvelous Nakamba,Luton Town,29.0,MF,MID,1130.0,5000000.0,0.0,0.01,0.03,0.0029840599105801645,0.1074222895784611,0.003677311146240623
Mason Burstow,Chelsea,19.0,FW,ATT,9.0,1800000.0,0.0,0.0,0.0,0.0,0.0,0.0
Mason Holgate,Sheffield United,26.0,DF,DEF,710.0,5000000.0,0.0,0.08,0.05,0.008895001810537147,0.3202085376719811,0.010961472049453363
Mason Mount,Manchester United,24.0,"MF,FW",ATT,516.0,35000000.0,0.17543859649122806,0.07,0.06,0.040643042408189445,0.20902028599493203,0.04447454887176901
Mateo Kovačić,Manchester City,29.0,MF,MID,1551.0,30000000.0,0.05813953488372093,0.07,0.09,0.021894076191615923,0.13136366896768173,0.024172587178026873
Matheus Cunha,Wolverhampton,24.0,"FW,MF",ATT,2440.0,45000000.0,0.44280442804428044,0.35,0.12,0.11083608309209494,0.44334255899814384,0.11955516456362207
Matheus França,Crystal Palace,19.0,"MF,FW",ATT,232.0,15000000.0,0.0,0.14,0.34,0.03547053244323634,0.42564128162345666,0.040804744911206066
Matheus Nunes,Manchester City,24.0,MF,MID,661.0,50000000.0,0.0,0.11,0.15,0.018635469830388385,0.06708744987457864,0.019981986752331007
Matheus Nunes,Manchester City,24.0,MF,MID,661.0,50000000.0,0.0,0.11,0.15,0.018635469830388385,0.06708744987457864,0.019981986752331007
Matheus Nunes,Wolverhampton,24.0,MF,MID,179.0,50000000.0,0.0,0.04,0.05,0.006418221625545438,0.02310551467211076,0.0068819740345929595
Matheus Nunes,Wolverhampton,24.0,MF,MID,179.0,50000000.0,0.0,0.04,0.05,0.006418221625545438,0.02310551467211076,0.0068819740345929595
Mathias Jensen,Brentford,27.0,MF,MID,2204.0,28000000.0,0.12244897959183673,0.03,0.16,0.03651101406623,0.23471215299049508,0.040472893773343316
Mathias Jørgensen,Brentford,33.0,DF,DEF,1087.0,600000.0,0.08264462809917356,0.06,0.08,0.024897509634274353,7.467012786446372,0.03557113659666758
Matt Doherty,Wolverhampton,31.0,"DF,MF",MID,1150.0,3000000.0,0.078125,0.07,0.1,0.02627974819921795,1.5766902905356448,0.03349423191884547
Matt Ritchie,Newcastle United,33.0,"FW,MF",ATT,128.0,1000000.0,0.7142857142857143,0.68,0.0,0.17067669166485905,30.716275570072014,0.23483009331284216
Matt Targett,Newcastle United,27.0,DF,DEF,78.0,10000000.0,0.0,0.0,0.03,0.0023648648643322372,0.04256680135555587,0.0027889401078509887
Matt Turner,Nottingham Forest,29.0,GK,GK,1530.0,7000000.0,0.0,0.0,0.0,0.0,0.0,0.0
Matty Cash,Aston Villa,25.0,DF,DEF,2142.0,28000000.0,0.08403361344537814,0.18,0.1,0.0341544441276878,0.21956287220238596,0.03786060794038723
Matz Sels,Nottingham Forest,31.0,GK,GK,1440.0,7000000.0,0.0,0.0,0.0,0.0,0.0,0.0
Max Aarons,Bournemouth,23.0,DF,DEF,1237.0,16000000.0,0.0,0.0,0.06,0.0047297297286644745,0.0532088608477908,0.005419837954355181
Max Kilman,Wolverhampton,26.0,DF,DEF,3420.0,13000000.0,0.05263157894736842,0.05,0.04,0.01572281259041946,0.21769746774856216,0.018245288845869116
Max Lowe,Sheffield United,26.0,"DF,MF",MID,503.0,2500000.0,0.0,0.1,0.13,0.01643969820791897,1.1835730537102989,0.021212141669653968
Maxime Estève,Burnley,21.0,DF,DEF,1309.0,7000000.0,0.0,0.02,0.0,0.0012383900924958545,0.031843497831377736,0.001493511882945898
Maxwel Cornet,West Ham United,26.0,"MF,FW",ATT,112.0,9000000.0,0.8333333333333334,0.32,0.13,0.18006198916537336,3.601167759952268,0.2137485156721888
Michael Keane,Everton,30.0,DF,DEF,439.0,6000000.0,0.2040816326530612,0.14,0.0,0.045403424510328125,1.36206187345364,0.05529784859909925
Michael Ndiweni,Newcastle United,19.0,FW,ATT,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael Obafemi,Burnley,23.0,"FW,MF",ATT,20.0,2200000.0,0.0,0.4,0.0,0.02476780184991709,2.0262907275700517,0.032237630869018236
Michael Olakigbe,Brentford,19.0,"DF,FW",ATT,59.0,600000.0,0.0,0.18,0.0,0.01114551083246269,3.342650454602426,0.01592362023691706
Michael Olise,Crystal Palace,21.0,"FW,MF",ATT,1275.0,55000000.0,0.7042253521126761,0.39,0.41,0.18322898994578724,0.5996565500375035,0.19541766830161642
Michail Antonio,West Ham United,33.0,FW,ATT,1695.0,4000000.0,0.3191489361702127,0.31,0.05,0.08058329636189904,3.626085162453146,0.10076191812449962
Micky van de Ven,Tottenham Hotspur,22.0,DF,DEF,2339.0,55000000.0,0.11538461538461539,0.02,0.0,0.02200762085341893,0.07202470525760839,0.023471602137378027
Miguel Almirón,Newcastle United,29.0,FW,ATT,1937.0,20000000.0,0.13953488372093023,0.21,0.12,0.047578834488256345,0.42820565654339826,0.053797313429038394
Mike Trésor,Burnley,24.0,"FW,MF",ATT,420.0,12000000.0,0.0,0.1,0.08,0.012498256767365238,0.1874710394448869,0.01457462255279662
Mikey Moore,Tottenham Hotspur,15.0,MF,MID,4.0,13000000.0,0.0,0.0,0.0,0.0,0.0,0.0
Mikkel Damsgaard,Brentford,23.0,MF,MID,842.0,10000000.0,0.0,0.1,0.16,0.018804563072251205,0.3384760427317525,0.02217665835955652
Milos Kerkez,Bournemouth,19.0,DF,DEF,1970.0,20000000.0,0.0,0.06,0.04,0.006868323429930546,0.06181435454018405,0.007766002514903615
Mohamed Elneny,Arsenal,31.0,MF,MID,28.0,3500000.0,0.0,0.26,0.0,0.016099071202446108,0.8279096550578254,0.020308781758665007
Mohamed Salah,Liverpool,31.0,FW,ATT,2534.0,55000000.0,0.6382978723404256,0.75,0.42,0.19444135354456502,0.6363514380865972,0.20737589582484492
Mohammed Kudus,West Ham United,22.0,"FW,MF",ATT,2484.0,50000000.0,0.2898550724637681,0.19,0.13,0.07418636664675901,0.26706995847648196,0.07954674655542154
Moisés Caicedo,Chelsea,21.0,MF,MID,2866.0,75000000.0,0.031446540880503145,0.01,0.08,0.012585878707360307,0.030206036403177372,0.01319351634403028
Morgan Gibbs-White,Nottingham Forest,23.0,"MF,FW",ATT,3156.0,40000000.0,0.14245014245014245,0.2,0.24,0.056943845470385675,0.2562461515090538,0.06183671944111786
Morgan Rogers,Aston Villa,21.0,"MF,FW",ATT,638.0,15000000.0,0.4225352112676057,0.19,0.09,0.09491563846945382,1.1389739939455186,0.10918946373382789
Moussa Diaby,Aston Villa,24.0,"FW,MF",ATT,2174.0,55000000.0,0.24793388429752067,0.29,0.27,0.08386853927588252,0.2744779575204818,0.08944760539260026
Moussa Niakhate,Nottingham Forest,27.0,DF,DEF,1460.0,16000000.0,0.0617283950617284,0.07,0.01,0.016233764718512903,0.1826277985205368,0.018602410541608744
Murillo,Nottingham Forest,21.0,DF,DEF,2789.0,35000000.0,0.0,0.06,0.04,0.006868323429930546,0.035322624551859395,0.007515814957543923
Mykhailo Mudryk,Chelsea,22.0,FW,ATT,1576.0,13000000.0,0.2857142857142857,0.25,0.23,0.08503907819074533,1.1774478564400002,0.09868225140087383
Myles Peart-Harris,Brentford,20.0,"DF,MF",MID,13.0,700000.0,0.0,0.0,0.12,0.009459459457328949,2.431807110056287,0.01335996359421818
Naouirou Ahamada,Crystal Palace,21.0,"MF,FW",ATT,349.0,8000000.0,0.0,0.13,0.01,0.0088378238893338,0.19884656346233257,0.010568970837366428
Nathan Aké,Manchester City,28.0,DF,DEF,2042.0,40000000.0,0.0881057268722467,0.11,0.05,0.026611617779941723,0.11975174112690269,0.028898208909834182
Nathan Collins,Brentford,22.0,DF,DEF,2652.0,25000000.0,0.03389830508474576,0.06,0.07,0.015334883207076343,0.11041036413632788,0.017111993074042126
Nathan Fraser,Wolverhampton,18.0,FW,ATT,186.0,1000000.0,0.0,0.16,0.04,0.013060273892409819,2.3504262239134626,0.017969327310773817
Nathan Patterson,Everton,21.0,DF,DEF,1005.0,15000000.0,0.0,0.03,0.15,0.013681909460404967,0.16418094335353936,0.015739454329406266
Nathan Redmond,Burnley,29.0,"FW,MF",ATT,142.0,5000000.0,0.0,0.0,0.19,0.01497747747410417,0.5391697789557077,0.018457017120471625
Nathaniel Clyne,Crystal Palace,32.0,DF,DEF,1338.0,1500000.0,0.0,0.01,0.01,0.0014074833343586729,0.16887773479486537,0.001881310024859349
Nayef Aguerd,West Ham United,27.0,DF,DEF,1857.0,35000000.0,0.04854368932038835,0.07,0.01,0.013860517686020995,0.07128229579058676,0.015167178308746606
Neal Maupay,Brentford,26.0,FW,ATT,1321.0,12000000.0,0.40816326530612246,0.39,0.16,0.11023060713915538,1.653434305572747,0.12854348592147538
Neal Maupay,Brentford,26.0,FW,ATT,1321.0,12000000.0,0.40816326530612246,0.39,0.16,0.11023060713915538,1.653434305572747,0.12854348592147538
Neal Maupay,Everton,26.0,FW,ATT,111.0,12000000.0,0.0,1.16,0.05,0.07576806680531328,1.1365039545203814,0.08835559996862793
Neal Maupay,Everton,26.0,FW,ATT,111.0,12000000.0,0.0,1.16,0.05,0.07576806680531328,1.1365039545203814,0.08835559996862793
Neco Williams,Nottingham Forest,22.0,DF,DEF,1637.0,17000000.0,0.0,0.04,0.09,0.00957137477798842,0.10134289519510474,0.010927982125943952
Nélson Semedo,Wolverhampton,29.0,"DF,MF",MID,3084.0,12000000.0,0.0,0.04,0.05,0.006418221625545438,0.096271880304977,0.007484496389670621
Neto,Bournemouth,34.0,GK,GK,2880.0,2500000.0,0.0,0.0,0.0,0.0,0.0,0.0
Nick Pope,Newcastle United,31.0,GK,GK,1345.0,16000000.0,0.0,0.0,0.0,0.0,0.0,0.0
Nicolás Domínguez,Nottingham Forest,25.0,"MF,FW",ATT,1495.0,17000000.0,0.12048192771084336,0.08,0.06,0.031370037077924996,0.3321498168858506,0.035816297285332165
Nicolas Jackson,Chelsea,22.0,FW,ATT,2799.0,35000000.0,0.45016077170418006,0.6,0.14,0.1292166776827669,0.6645394961653923,0.14139821002897823
Nicolò Zaniolo,Aston Villa,24.0,"FW,MF",ATT,839.0,20000000.0,0.2150537634408602,0.28,0.11,0.06471830986803113,0.5824595466763601,0.07317689132186421
Noni Madueke,Chelsea,21.0,FW,ATT,1053.0,28000000.0,0.4273504273504274,0.21,0.23,0.10805680349006133,0.6946464139948757,0.11978225313619355
Nuno Tavares,Nottingham Forest,23.0,DF,DEF,457.0,15000000.0,0.0,0.03,0.1,0.00974046801985124,0.11688421362765136,0.011205281835051198
Odeluga Offiah,Brighton,20.0,DF,DEF,128.0,300000.0,0.0,0.0,0.0,0.0,0.0,0.0
Odisseas Vlachodimos,Nottingham Forest,29.0,GK,GK,450.0,13000000.0,0.0,0.0,0.01,0.0,0.0,0.0
Odsonne Édouard,Crystal Palace,25.0,"FW,MF",ATT,1555.0,18000000.0,0.40462427745664736,0.36,0.07,0.10064140959476418,1.0064040319073226,0.11451276476626497
Ola Aina,Nottingham Forest,26.0,DF,DEF,1692.0,12000000.0,0.05319148936170213,0.01,0.05,0.014135104568078252,0.2120233881703512,0.016483403858527198
Oleksandr Zinchenko,Arsenal,26.0,DF,DEF,1722.0,38000000.0,0.05235602094240837,0.03,0.13,0.021529416650047352,0.10198096422197273,0.023448031896952506
Oliver Arblaster,Sheffield United,19.0,MF,MID,943.0,450000.0,0.0,0.0,0.07,0.0055180180167752205,2.2063246768393525,0.008057837561388977
Oliver McBurnie,Sheffield United,27.0,FW,ATT,1280.0,13000000.0,0.4225352112676057,0.48,0.14,0.11681373625119743,1.6173985687287051,0.1355546500863946
Oliver Norwood,Sheffield United,32.0,MF,MID,1440.0,1000000.0,0.0625,0.07,0.04,0.018737518471678476,3.3721463385611843,0.02578051618082372
Oliver Skipp,Tottenham Hotspur,22.0,"MF,DF",MID,707.0,15000000.0,0.0,0.09,0.07,0.011090773433006566,0.13308768414386907,0.012758652031120251
Ollie Watkins,Aston Villa,27.0,FW,ATT,3217.0,65000000.0,0.5322128851540616,0.47,0.21,0.14145454051339001,0.39171918127627037,0.1494633936484648
Omari Forson,Manchester United,19.0,FW,ATT,70.0,2000000.0,0.0,0.04,0.23,0.020607410811538864,1.8545000680323749,0.02699869121482665
Omari Kellyman,Aston Villa,17.0,FW,ATT,37.0,1000000.0,0.0,0.17,0.0,0.010526315786214765,1.8943958502656097,0.01448291324495013
Đorđe Petrović,Chelsea,23.0,GK,GK,1987.0,13000000.0,0.0,0.0,0.0,0.0,0.0,0.0
Orel Mangala,Nottingham Forest,25.0,MF,MID,1563.0,20000000.0,0.0574712643678161,0.05,0.01,0.014229091101419348,0.12806066736676783,0.016088810960309237
Oscar Bobb,Manchester City,20.0,"FW,MF",ATT,302.0,25000000.0,0.29411764705882354,0.41,0.37,0.10749484000567439,0.7739572755484716,0.11995206828986768
Owen Beck,Liverpool,20.0,DF,DEF,8.0,1250000.0,0.0,0.0,0.0,0.0,0.0,0.0
Pablo Fornals,West Ham United,27.0,"MF,FW",ATT,426.0,14000000.0,0.0,0.07,0.07,0.009852383340510713,0.12667187145393333,0.011381550206176892
Pablo Sarabia,Wolverhampton,31.0,"MF,FW",ATT,1745.0,10000000.0,0.2061855670103093,0.28,0.3,0.07809951198527465,1.4057659119485286,0.0921045699754288
Pape Matar Sarr,Tottenham Hotspur,20.0,MF,MID,2069.0,45000000.0,0.13043478260869565,0.15,0.1,0.04064906943500028,0.16259562735749172,0.04384678752695989
Pascal Groß,Brighton,32.0,"MF,DF",MID,3114.0,8000000.0,0.11560693641618497,0.19,0.24,0.05149287333995811,1.158563582468452,0.06157926243801229
Pau Torres,Aston Villa,26.0,DF,DEF,2464.0,45000000.0,0.07299270072992702,0.04,0.02,0.017192042887344588,0.06876789647779245,0.018544479913400382
Paul Dummett,Newcastle United,31.0,DF,DEF,20.0,900000.0,0.0,0.11,0.0,0.0068111455087272,1.3619567104033594,0.009443313681415523
Pedro Neto,Wolverhampton,23.0,"FW,MF",ATT,1516.0,55000000.0,0.11904761904761904,0.21,0.26,0.054927162882085864,0.17976103566889154,0.058581003475575294
Pedro Porro,Tottenham Hotspur,23.0,DF,DEF,3089.0,45000000.0,0.08746355685131196,0.09,0.21,0.03787024969349578,0.15148039285241174,0.04084936789411194
Pelly Ruddock Mpanzu,Luton Town,30.0,MF,MID,1101.0,1500000.0,0.0,0.05,0.04,0.006249128383682619,0.7498054293903875,0.008352886025618303
Pervis Estupiñán,Brighton,25.0,DF,DEF,1243.0,30000000.0,0.14492753623188406,0.07,0.25,0.050128529037808484,0.3007693696106333,0.05534539240969195
Phil Foden,Manchester City,23.0,"FW,MF",ATT,2857.0,150000000.0,0.5993690851735016,0.33,0.26,0.14881536730513673,0.1785782264722923,0.15025641601923861
Philip Billing,Bournemouth,27.0,MF,MID,1398.0,22000000.0,0.12903225806451613,0.16,0.21,0.04968698123261507,0.4065265203225934,0.055864273377560766
Philippe Coutinho,Aston Villa,31.0,"MF,FW",ATT,25.0,7500000.0,0.0,0.52,0.0,0.032198142404892216,0.7727368720324844,0.038662072702220225
Pierre Højbjerg,Tottenham Hotspur,27.0,MF,MID,1311.0,13000000.0,0.0,0.05,0.08,0.009402281536125602,0.13018363411142064,0.010910728691209121
Radu Drăgușin,Tottenham Hotspur,21.0,DF,DEF,429.0,25000000.0,0.0,0.03,0.0,0.0018575851387437816,0.013374516702434969,0.002072854654279919
Raheem Sterling,Chelsea,28.0,"FW,MF",ATT,1978.0,35000000.0,0.36363636363636365,0.29,0.2,0.09917696753176844,0.5100503527615663,0.10852659220601829
Raphaël Varane,Manchester United,30.0,DF,DEF,1375.0,20000000.0,0.06535947712418301,0.08,0.0,0.016718266247630478,0.15046304206129577,0.01890331738865702
Rasmus Højlund,Manchester United,20.0,FW,ATT,2158.0,65000000.0,0.4166666666666667,0.32,0.07,0.1003322594667089,0.27784241065190285,0.10601285711923196
Raúl Jiménez,Fulham,32.0,FW,ATT,1395.0,5000000.0,0.45161290322580644,0.33,0.1,0.10960664195541808,3.9456970653007004,0.13507025269016837
Rayan Aït-Nouri,Wolverhampton,22.0,"DF,MF",MID,2329.0,35000000.0,0.07722007722007722,0.13,0.09,0.029043744088273822,0.14936705856624988,0.0317817599110841
Reece Burke,Luton Town,26.0,DF,DEF,1660.0,1800000.0,0.0,0.07,0.07,0.009852383340510713,0.9851398200690644,0.01300247092132968
Reece James,Chelsea,23.0,DF,DEF,419.0,40000000.0,0.0,0.07,0.37,0.033501031983833085,0.15075396553440398,0.036379592889446845
Reiss Nelson,Arsenal,23.0,FW,ATT,268.0,15000000.0,0.0,0.07,0.2,0.020100131085950407,0.24119867864726113,0.023122875952216074
Remi Matthews,Crystal Palace,29.0,GK,GK,4.0,500000.0,0.0,0.0,0.0,0.0,0.0,0.0
Rhian Brewster,Sheffield United,23.0,"FW,MF",ATT,346.0,3000000.0,0.0,0.09,0.03,0.007937620280563582,0.476228643115228,0.01011670631489687
Rhys Norrington-Davies,Sheffield United,24.0,DF,DEF,110.0,2500000.0,0.0,0.0,0.01,0.0007882882881107457,0.05675267055169397,0.0010171283336502814
Richarlison,Tottenham Hotspur,26.0,FW,ATT,1491.0,38000000.0,0.6626506024096385,0.58,0.13,0.16543816881384354,0.7836507718250766,0.1801813547656845
Rico Henry,Brentford,26.0,DF,DEF,401.0,20000000.0,0.0,0.02,0.22,0.018580732430932258,0.16722508685260865,0.021009204976945917
Rico Lewis,Manchester City,18.0,"DF,MF",MID,809.0,38000000.0,0.2222222222222222,0.07,0.12,0.05379382476506443,0.2548116471477661,0.05858771463496807
Robert Sánchez,Chelsea,25.0,GK,GK,1433.0,20000000.0,0.0,0.0,0.0,0.0,0.0,0.0
Robin Olsen,Aston Villa,33.0,GK,GK,405.0,1500000.0,0.0,0.0,0.0,0.0,0.0,0.0
Rodri,Manchester City,27.0,MF,MID,2931.0,120000000.0,0.24539877300613497,0.12,0.12,0.06106157913573966,0.09159223131526252,0.06239239409140413
Rodrigo Bentancur,Tottenham Hotspur,26.0,MF,MID,1005.0,35000000.0,0.08928571428571429,0.17,0.04,0.02975089750365775,0.15300382885626287,0.03255557819015057
Rodrigo Muniz,Fulham,22.0,FW,ATT,1593.0,20000000.0,0.5084745762711864,0.49,0.12,0.13132544041568078,1.1819183264761888,0.14848946921961056
Rodrigo Ribeiro,Nottingham Forest,18.0,"MF,FW",ATT,17.0,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0
Romain Faivre,Bournemouth,25.0,"MF,FW",ATT,41.0,15000000.0,0.0,0.34,0.0,0.02105263157242953,0.25262854732658646,0.02421861759186523
Roméo Lavia,Chelsea,19.0,MF,MID,33.0,35000000.0,0.0,0.0,0.0,0.0,0.0,0.0
Ross Barkley,Luton Town,29.0,MF,MID,2618.0,8000000.0,0.1718213058419244,0.14,0.13,0.04984431343208594,1.1214718191060036,0.059607783733737506
Rúben Dias,Manchester City,26.0,DF,DEF,2559.0,80000000.0,0.0,0.05,0.01,0.003884263519350382,0.008739573254498537,0.004057352299054038
Ryan Christie,Bournemouth,28.0,MF,MID,2907.0,12000000.0,0.0,0.07,0.17,0.01773526622161817,0.2660250029492283,0.020681669121120128
Ryan Gravenberch,Liverpool,21.0,MF,MID,1121.0,35000000.0,0.08,0.16,0.07,0.029825138750982055,0.15338563902176416,0.032636818318516565
Ryan John Giles,Luton Town,23.0,"DF,MF",MID,503.0,13000000.0,0.0,0.02,0.04,0.004391543244938838,0.06080514147411735,0.005096096803434381
Ryan One,Sheffield United,17.0,FW,ATT,8.0,200000.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Yates,Nottingham Forest,25.0,MF,MID,1992.0,12000000.0,0.04524886877828054,0.12,0.04,0.018728290084250688,0.2809201374616984,0.021839666452522378
Saïd Benrahma,West Ham United,27.0,"FW,MF",ATT,620.0,20000000.0,0.0,0.27,0.21,0.03327232029901969,0.2994481876574883,0.037620960304934045
Sam Curtis,Sheffield United,17.0,DF,DEF,28.0,150000.0,0.0,0.0,0.0,0.0,0.0,0.0
Sam Johnstone,Crystal Palace,30.0,GK,GK,1796.0,10000000.0,0.0,0.0,0.0,0.0,0.0,0.0
Saman Ghoddos,Brentford,29.0,DF,DEF,739.0,2000000.0,0.12195121951219513,0.04,0.13,0.03467574743384604,3.120536420768275,0.0454302486698384
Sander Berge,Burnley,25.0,MF,MID,3005.0,20000000.0,0.029940119760479042,0.06,0.07,0.014622409848993323,0.1316005042364018,0.01653353585044871
Sandro Tonali,Newcastle United,23.0,MF,MID,438.0,38000000.0,0.2040816326530612,0.13,0.13,0.05503197720951989,0.26067655199826895,0.05993620625844257
Santiago Bueno,Wolverhampton,24.0,DF,DEF,822.0,8000000.0,0.0,0.0,0.01,0.0007882882881107457,0.017736087420524814,0.0009426976632262359
Sasa Kalajdzic,Wolverhampton,26.0,FW,ATT,166.0,5000000.0,1.1111111111111112,0.57,0.52,0.2762851085378906,9.945905854753292,0.3404711499137282
Saša Lukić,Fulham,26.0,MF,MID,1122.0,10000000.0,0.08,0.13,0.06,0.027179265324127528,0.4892179699108371,0.03205313940244394
Scott McKenna,Nottingham Forest,26.0,DF,DEF,416.0,9000000.0,0.0,0.05,0.04,0.006249128383682619,0.12498006807229092,0.007418233700785822
Scott McTominay,Manchester United,26.0,"MF,FW",ATT,1901.0,32000000.0,0.33175355450236965,0.27,0.04,0.07958705918767729,0.44767468976055486,0.08754150679619674
Séamus Coleman,Everton,34.0,DF,DEF,665.0,500000.0,0.0,0.0,0.14,0.011036036033550441,3.971543216520211,0.01598628154536647
Sean Longstaff,Newcastle United,25.0,MF,MID,2747.0,25000000.0,0.19672131147540983,0.22,0.07,0.054550145085639455,0.3927582167574434,0.06087178443346121
Serge Aurier,Nottingham Forest,30.0,"DF,MF",MID,833.0,3700000.0,0.0,0.02,0.05,0.005179831533049584,0.25197954584612775,0.006510285179820279
Sergio Gómez,Manchester City,22.0,"FW,MF",ATT,53.0,10000000.0,0.0,0.41,0.31,0.04982393382759813,0.8968146662327742,0.058758523363633644
Sergio Reguilón,Brentford,26.0,DF,DEF,1118.0,12000000.0,0.0,0.06,0.23,0.021845800904034717,0.3276820983290458,0.025475096924814578
Sergio Reguilón,Brentford,26.0,DF,DEF,1118.0,12000000.0,0.0,0.06,0.23,0.021845800904034717,0.3276820983290458,0.025475096924814578
