player,nation,pos,mp,starts,min,90s,gls,ast,g+a,g-pk,pk,pkatt,crdy,crdr,xg,npxg,xag,npxg+xag,prgc,prgp,prgr,gls_90,ast_90,g+a_90,g-pk_90,g+a-pk_90,xg_90,xag_90,xg+xag_90,npxg_90,npxg+xag_90,club,season,player_clean,club_clean,goals_per90,xa_per90,ga_per90,pos_group,goals_norm,xg_norm,xag_norm,output_index_v0,annual_wage,transfer_fee,amortized_fee,cost_index_raw,cost_index_v2,value_index_v2,transfer_fee_corrected,market_value,cost_mv_raw,cost_mv,value_index_mv,cost_mv_log_raw,cost_mv_log,value_index_mv_log,age
Kaoru Mitoma,jp JPN,FW,19,15,1486.0,16.5,3.0,4.0,7.0,3.0,0.0,0.0,4.0,0.0,3.5,3.5,2.7,6.2,121.0,64.0,239.0,0.18,0.24,0.42,0.18,0.42,0.21,0.16,0.37,0.21,0.37,Brighton,2023/24,kaoru mitoma,brighton,0.18181818181818182,0.24242424242424243,0.42424242424242425,ATT,0.07272727269818181,0.06501547985603236,0.036036036027919806,0.058342981295160225,1040000.0,0.0,1.0,1040000.0,0.053899058795404554,1.0824288989483342,5.0,45000000.0,45000000.0,0.25,0.23337099169667413,17.622173069956816,0.9270696413783805,0.06293261666491254,26.0
Keane Lewis-Potter,eng ENG,"FW,DF",30,15,1441.0,16.0,3.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,6.3,6.3,1.7,8.0,56.0,32.0,135.0,0.19,0.06,0.25,0.19,0.25,0.39,0.11,0.5,0.39,0.5,Brentford,2023/24,keane lewispotter,brentford,0.1875,0.0625,0.25,ATT,0.07499999997,0.12074303401834581,0.024774774769194867,0.06656977795938736,1664000.0,0.0,1.0,1664000.0,0.08830271334566278,0.7538729169723764,5.0,15000000.0,15000000.0,0.08333333333333333,0.7988277495796534,16.52356082573315,0.8692737012736549,0.07658082981346381,22.0
Kenny Tete,nl NED,DF,14,10,867.0,9.6,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.9,0.9,0.4,1.2,20.0,54.0,38.0,0.1,0.0,0.1,0.1,0.1,0.09,0.04,0.13,0.09,0.13,Fulham,2023/24,kenny tete,fulham,0.10416666666666667,0.0,0.10416666666666667,DEF,0.04166666665,0.027863777081156723,0.009009009006979951,0.027475908561174333,1820000.0,0.0,1.0,1820000.0,0.09690362698322734,0.2835355691109567,5.0,15000000.0,15000000.0,0.08333333333333333,0.329706946250737,16.52356082573315,0.8692737012736549,0.03160785482531222,27.0
Kevin De Bruyne,be BEL,MF,18,15,1221.0,13.6,4.0,10.0,14.0,4.0,0.0,0.0,2.0,0.0,2.4,2.4,11.5,14.0,47.0,111.0,133.0,0.29,0.74,1.03,0.29,1.03,0.18,0.85,1.03,0.18,1.03,Manchester City,2023/24,kevin de bruyne,manchester city,0.29411764705882354,0.7352941176470589,1.0294117647058825,MID,0.1176470587764706,0.055727554162313446,0.19144144139832397,0.13109119177128786,17680000.0,76.0,15.2,17680015.2,0.9713306848400296,0.1349602754829083,76.0,50000000.0,50000000.0,0.2777777777777778,0.47192659144090715,17.72753358339242,0.9326124613823852,0.1405632635593478,32.0
Kevin Schade,de GER,"FW,MF",11,3,333.0,3.7,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,1.2,1.2,0.7,1.9,8.0,9.0,23.0,0.54,0.27,0.81,0.54,0.81,0.32,0.19,0.52,0.32,0.52,Brentford,2023/24,kevin schade,brentford,0.5405405405405405,0.27027027027027023,0.8108108108108107,ATT,0.2162162161297297,0.09907120739966836,0.04279279278315477,0.1320890162124162,1560000.0,0.0,1.0,1560000.0,0.08256877092061975,1.5997260830407638,5.0,22000000.0,22000000.0,0.12222222222222222,1.0807194722149962,16.906553056777135,0.8894222078667481,0.1485108720394505,21.0
Kieffer Moore,wls WAL,"FW,MF",8,0,108.0,1.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.5,1.5,0.2,1.7,2.0,4.0,15.0,0.83,0.0,0.83,0.83,0.83,1.23,0.2,1.44,1.23,1.44,Bournemouth,2023/24,kieffer moore,bournemouth,0.8333333333333334,0.0,0.8333333333333334,ATT,0.3333333332,0.3808049534424752,0.04504504503489976,0.24192675639070998,1300000.0,0.0,1.0,1300000.0,0.06823391485801215,3.545498032702578,5.0,2000000.0,2000000.0,0.011111111111111112,21.771448644785867,14.508658238524095,0.7632734360668142,0.31695907128420137,30.0
Kieran Trippier,eng ENG,DF,28,26,2236.0,24.8,1.0,10.0,11.0,1.0,0.0,0.0,5.0,0.0,0.7,0.7,7.5,8.2,34.0,157.0,128.0,0.04,0.4,0.44,0.04,0.44,0.03,0.3,0.33,0.03,0.33,Newcastle United,2023/24,kieran trippier,newcastle united,0.04032258064516129,0.4032258064516129,0.4435483870967742,DEF,0.016129032251612902,0.009287925693718908,0.06756756755234963,0.032764298295291955,5200000.0,30.0,6.0,5200006.0,0.28325708660149673,0.11566941896838624,30.0,10000000.0,10000000.0,0.05555555555555555,0.5897467538736855,16.118095750958314,0.8479429403073012,0.0386396986142951,32.0
Kobbie Mainoo,eng ENG,MF,24,24,1924.0,21.4,3.0,1.0,4.0,3.0,0.0,0.0,3.0,0.0,0.9,0.9,0.7,1.6,25.0,64.0,36.0,0.14,0.05,0.19,0.14,0.19,0.04,0.03,0.07,0.04,0.07,Manchester United,2023/24,kobbie mainoo,manchester united,0.14018691588785048,0.04672897196261683,0.1869158878504673,MID,0.05607476633271029,0.012383900924958545,0.006756756755234964,0.03007528989904358,520000.0,0.0,1.0,520000.0,0.025229346670189366,1.1920284050071617,5.0,50000000.0,50000000.0,0.2777777777777778,0.108270653862203,17.72753358339242,0.9326124613823852,0.03224839780294815,18.0
Konstantinos Mavropanos,gr GRE,DF,19,16,1500.0,16.7,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.2,1.2,0.2,1.4,10.0,38.0,2.0,0.06,0.0,0.06,0.06,0.06,0.07,0.01,0.08,0.07,0.08,West Ham United,2023/24,konstantinos mavropanos,west ham united,0.059880239520958084,0.0,0.059880239520958084,DEF,0.023952095798802395,0.021671826618677455,0.002252252251744988,0.015901096721307316,4160000.0,0.0,1.0,4160000.0,0.2259173315466957,0.0703842694501339,5.0,20000000.0,20000000.0,0.1111111111111111,0.1431085825145232,16.811242881518265,0.8844081173998016,0.01797934508868156,25.0
Kostas Tsimikas,gr GRE,DF,13,8,679.0,7.5,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.0,1.1,24.0,31.0,73.0,0.0,0.4,0.4,0.0,0.4,0.01,0.14,0.15,0.01,0.15,Liverpool,2023/24,kostas tsimikas,liverpool,0.0,0.4,0.4,DEF,0.0,0.0030959752312396363,0.031531531524429834,0.011655231079798368,4160000.0,0.0,1.0,4160000.0,0.2259173315466957,0.05159046191605446,5.0,13000000.0,13000000.0,0.07222222222222222,0.16137788818029491,16.380459992348886,0.861745433462424,0.013525128305978172,27.0
Kristoffer Ajer,no NOR,DF,28,21,1832.0,20.4,2.0,1.0,3.0,2.0,0.0,0.0,5.0,0.0,1.3,1.3,2.3,3.6,22.0,61.0,31.0,0.1,0.05,0.15,0.1,0.15,0.06,0.11,0.18,0.06,0.18,Brentford,2023/24,kristoffer ajer,brentford,0.09803921568627452,0.04901960784313726,0.14705882352941177,DEF,0.03921568625882353,0.018575851387437815,0.024774774769194867,0.030033400263176357,1820000.0,0.0,1.0,1820000.0,0.09690362698322734,0.3099274121180474,5.0,15000000.0,15000000.0,0.08333333333333333,0.3603964784003755,16.52356082573315,0.8692737012736549,0.034549953218667974,25.0
Kurt Zouma,fr FRA,DF,33,32,2838.0,31.5,3.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,1.8,1.8,0.2,2.0,7.0,53.0,1.0,0.1,0.0,0.1,0.1,0.1,0.06,0.01,0.06,0.06,0.06,West Ham United,2023/24,kurt zouma,west ham united,0.09523809523809523,0.0,0.09523809523809523,DEF,0.038095238079999996,0.018575851387437815,0.002252252251744988,0.02164631570159831,5200000.0,35.0,7.0,5200007.0,0.2832571417355585,0.07641904154623269,35.0,25000000.0,25000000.0,0.1388888888888889,0.15585235091458124,17.034386422832473,0.8961472827116408,0.024154837005432927,28.0
Kyle Walker,eng ENG,DF,32,30,2767.0,30.7,0.0,4.0,4.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,2.6,3.0,74.0,157.0,172.0,0.0,0.13,0.13,0.0,0.13,0.01,0.09,0.1,0.01,0.1,Manchester City,2023/24,kyle walker,manchester city,0.0,0.13029315960912052,0.13029315960912052,DEF,0.0,0.0030959752312396363,0.020270270265704892,0.0077137896392446385,9360000.0,52.7,10.540000000000001,9360010.54,0.5126150339118587,0.015047889899930401,52.7,13000000.0,13000000.0,0.07222222222222222,0.10680483924561314,16.380459992348886,0.861745433462424,0.008951345012536097,33.0
Leander Dendoncker,be BEL,MF,8,1,119.0,1.3,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.7,0.0,3.0,2.0,0.76,0.0,0.76,0.76,0.76,0.56,0.0,0.56,0.56,0.56,Aston Villa,2023/24,leander dendoncker,aston villa,0.7692307692307692,0.0,0.7692307692307692,MID,0.3076923075692307,0.17337461294941964,0.0,0.17313646099603774,3900000.0,15.0,3.0,3900003.0,0.21158264088627343,0.8182885041150175,15.0,7000000.0,7000000.0,0.03888888888888889,4.451965946488061,15.76142084987672,0.8291789393341117,0.20880444977368626,28.0
Leandro Trossard,be BEL,"FW,MF",34,18,1649.0,18.3,12.0,1.0,13.0,12.0,0.0,0.0,2.0,0.0,7.9,7.9,2.8,10.7,66.0,76.0,155.0,0.65,0.05,0.71,0.65,0.71,0.43,0.15,0.58,0.43,0.58,Arsenal,2023/24,leandro trossard,arsenal,0.6557377049180327,0.0546448087431694,0.7103825136612022,ATT,0.26229508186229505,0.13312693494330435,0.03378378377617482,0.15648249814835485,5720000.0,0.0,1.0,5720000.0,0.31192646792234124,0.5016630923548977,5.0,35000000.0,35000000.0,0.19444444444444445,0.8047629945532815,17.370858648025116,0.9138484586054885,0.17123443765797405,28.0
Leon Bailey,jm JAM,"MF,FW",35,22,2068.0,23.0,10.0,9.0,19.0,10.0,0.0,0.0,5.0,0.0,6.3,6.3,9.2,15.5,102.0,82.0,226.0,0.44,0.39,0.83,0.44,0.83,0.27,0.4,0.67,0.27,0.67,Aston Villa,2023/24,leon bailey,aston villa,0.43478260869565216,0.391304347826087,0.8260869565217391,ATT,0.17391304340869565,0.08359133124347018,0.09009009006979952,0.12651066730703692,4680000.0,32.0,6.4,4680006.4,0.2545873965299063,0.49692236186489286,32.0,42000000.0,42000000.0,0.23333333333333334,0.542186250517656,17.553180200057167,0.9234400552370109,0.13699917995801758,25.0
Leon Chiwome,eng ENG,FW,3,2,174.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,Wolverhampton,2023/24,leon chiwome,wolverhampton,0.0,0.0,0.0,ATT,0.0,0.015479876156198181,0.0,0.0030959752312396363,2600000.0,0.0,1.0,2600000.0,0.13990819517105013,0.022128461445686684,5.0,1000000.0,1000000.0,0.005555555555555556,0.5571752500781204,13.815511557963774,0.7268082826479546,0.004259680366161802,17.0
Lesley Ugochukwu,fr FRA,MF,12,3,301.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.1,0.1,8.0,17.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,Chelsea,2023/24,lesley ugochukwu,chelsea,0.0,0.0,0.0,MID,0.0,0.0,0.006756756755234964,0.0023648648643322372,2600000.0,0.0,1.0,2600000.0,0.13990819517105013,0.01690285518004018,5.0,25000000.0,25000000.0,0.1388888888888889,0.017026904429480214,17.034386422832473,0.8961472827116408,0.002638921381600409,19.0
Levi Colwill,eng ENG,DF,23,20,1797.0,20.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,1.3,1.3,1.2,2.5,23.0,73.0,27.0,0.05,0.05,0.1,0.05,0.1,0.06,0.06,0.12,0.06,0.12,Chelsea,2023/24,levi colwill,chelsea,0.05,0.05,0.1,DEF,0.019999999992,0.018575851387437815,0.013513513510469928,0.017444900002552038,3900000.0,0.0,1.0,3900000.0,0.2115824754840881,0.0824492553713816,5.0,50000000.0,50000000.0,0.2777777777777778,0.06280141392409722,17.72753358339242,0.9326124613823852,0.01870539159567135,20.0
Lewis Cook,eng ENG,MF,33,32,2786.0,31.0,0.0,3.0,3.0,0.0,0.0,0.0,5.0,1.0,0.4,0.4,4.3,4.6,22.0,142.0,15.0,0.0,0.1,0.1,0.0,0.1,0.01,0.14,0.15,0.01,0.15,Bournemouth,2023/24,lewis cook,bournemouth,0.0,0.0967741935483871,0.0967741935483871,MID,0.0,0.0030959752312396363,0.031531531524429834,0.011655231079798368,1820000.0,0.0,1.0,1820000.0,0.09690362698322734,0.12027527934053865,5.0,12000000.0,12000000.0,0.06666666666666667,0.17482584380931837,16.300417291085605,0.8575345363125364,0.013591542957994123,26.0
Lewis Dobbin,eng ENG,MF,12,1,232.0,2.6,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.3,0.3,0.5,0.8,6.0,3.0,20.0,0.39,0.0,0.39,0.39,0.39,0.11,0.19,0.3,0.11,0.3,Everton,2023/24,lewis dobbin,everton,0.3846153846153846,0.0,0.3846153846153846,MID,0.15384615378461536,0.034055727543636,0.04279279278315477,0.0910193921859083,364000.0,0.0,1.0,364000.0,0.01662843303262481,5.473391185817336,5.0,2500000.0,2500000.0,0.013888888888888888,6.552924426826666,14.731801689838349,0.7750125966439239,0.11744231659941663,20.0
Lewis Dunk,eng ENG,DF,33,33,2869.0,31.9,3.0,1.0,4.0,3.0,0.0,0.0,7.0,1.0,3.1,3.1,0.9,4.0,33.0,152.0,13.0,0.09,0.03,0.13,0.09,0.13,0.1,0.03,0.12,0.1,0.12,Brighton,2023/24,lewis dunk,brighton,0.09404388714733543,0.031347962382445145,0.12539184952978058,DEF,0.037617554843887145,0.030959752312396362,0.006756756755234964,0.025484715006560722,4420000.0,0.0,1.0,4420000.0,0.24025218760930328,0.10607440950171136,5.0,12000000.0,12000000.0,0.06666666666666667,0.382264991123544,16.300417291085605,0.8575345363125364,0.02971855267496762,31.0
Lewis Hall,eng ENG,DF,18,8,781.0,8.7,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.3,0.3,0.3,0.6,19.0,46.0,27.0,0.12,0.0,0.12,0.12,0.12,0.04,0.03,0.07,0.04,0.07,Newcastle United,2023/24,lewis hall,newcastle united,0.1149425287356322,0.0,0.1149425287356322,DEF,0.04597701147586207,0.012383900924958545,0.006756756755234964,0.02553130021346188,2600000.0,0.0,1.0,2600000.0,0.13990819517105013,0.18248479081198224,5.0,18000000.0,18000000.0,0.1,0.2553104490301285,16.705882371415992,0.8788652975711574,0.029050266558201632,18.0
Lewis Miley,eng ENG,MF,17,14,1202.0,13.4,1.0,3.0,4.0,1.0,0.0,0.0,1.0,0.0,1.2,1.2,1.7,2.9,14.0,53.0,54.0,0.07,0.22,0.3,0.07,0.3,0.09,0.13,0.22,0.09,0.22,Newcastle United,2023/24,lewis miley,newcastle united,0.07462686567164178,0.22388059701492538,0.29850746268656714,MID,0.029850746256716413,0.027863777081156723,0.029279279272684845,0.029253338977193427,2600000.0,0.0,1.0,2600000.0,0.13990819517105013,0.20908803700449347,5.0,22000000.0,22000000.0,0.12222222222222222,0.23934354245714431,16.906553056777135,0.8894222078667481,0.032890235737559156,17.0
Lewis Warrington,eng ENG,FW,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Everton,2023/24,lewis warrington,everton,0.0,,,ATT,0.0,0.0,0.0,0.0,2600000.0,0.0,1.0,2600000.0,0.13990819517105013,0.0,5.0,500000.0,500000.0,0.002777777777777778,0.0,13.122365377402328,0.6903431555331028,0.0,20.0
Lisandro Martínez,ar ARG,DF,11,8,646.0,7.2,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.1,0.1,8.0,28.0,1.0,0.0,0.14,0.14,0.0,0.14,0.0,0.01,0.01,0.0,0.01,Manchester United,2023/24,lisandro martinez,manchester united,0.0,0.1388888888888889,0.1388888888888889,DEF,0.0,0.0,0.002252252251744988,0.0007882882881107457,6240000.0,57.37,11.474,6240011.474,0.3405968126557813,0.002314425574151923,57.37,45000000.0,45000000.0,0.25,0.0031531405398808237,17.622173069956816,0.9270696413783805,0.0008503001313240904,25.0
Lloyd Kelly,eng ENG,DF,23,17,1559.0,17.3,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,1.2,1.6,15.0,56.0,28.0,0.0,0.06,0.06,0.0,0.06,0.02,0.07,0.09,0.02,0.09,Bournemouth,2023/24,lloyd kelly,bournemouth,0.0,0.057803468208092484,0.057803468208092484,DEF,0.0,0.006191950462479273,0.015765765762214917,0.006756408109271075,1820000.0,0.0,1.0,1820000.0,0.09690362698322734,0.06972224463998507,5.0,18000000.0,18000000.0,0.1,0.06756340545865616,16.705882371415992,0.8788652975711574,0.007687640461288757,24.0
Lorenz Assignon,tg TOG,DF,15,15,1234.0,13.7,1.0,2.0,3.0,1.0,0.0,0.0,5.0,1.0,0.4,0.4,2.6,3.0,38.0,34.0,57.0,0.07,0.15,0.22,0.07,0.22,0.03,0.19,0.22,0.03,0.22,Burnley,2023/24,lorenz assignon,burnley,0.07299270072992702,0.14598540145985403,0.21897810218978103,DEF,0.029197080280291974,0.009287925693718908,0.04279279278315477,0.02997374873897934,2600000.0,0.0,1.0,2600000.0,0.13990819517105013,0.21423716076941224,5.0,10000000.0,10000000.0,0.05555555555555555,0.5395177659818405,16.118095750958314,0.8479429403073012,0.03534873865378014,23.0
Loris Karius,de GER,GK,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Newcastle United,2023/24,loris karius,newcastle united,0.0,0.0,0.0,GK,0.0,0.0,0.0,0.0,1560000.0,0.0,1.0,1560000.0,0.08256877092061975,0.0,5.0,1000000.0,1000000.0,0.005555555555555556,0.0,13.815511557963774,0.7268082826479546,0.0,30.0
Luca Koleosho,it ITA,"MF,FW",15,13,974.0,10.8,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.3,3.3,53.0,19.0,82.0,0.09,0.09,0.18,0.09,0.18,0.18,0.12,0.3,0.18,0.3,Burnley,2023/24,luca koleosho,burnley,0.09259259259259259,0.09259259259259259,0.18518518518518517,ATT,0.03703703702222222,0.055727554162313446,0.027027027020939856,0.03727163694979164,780000.0,0.0,1.0,780000.0,0.03956420273279696,0.9420307334580114,5.0,7000000.0,7000000.0,0.03888888888888889,0.9583888772806549,15.76142084987672,0.8291789393341117,0.04494999840411397,18.0
Lucas Digne,fr FRA,DF,33,27,2410.0,26.8,1.0,3.0,4.0,1.0,0.0,0.0,7.0,0.0,1.1,1.1,4.1,5.2,42.0,77.0,200.0,0.04,0.11,0.15,0.04,0.15,0.04,0.15,0.19,0.04,0.19,Aston Villa,2023/24,lucas digne,aston villa,0.03731343283582089,0.11194029850746269,0.14925373134328357,DEF,0.014925373128358206,0.012383900924958545,0.03378378377617482,0.021017522414414087,6760000.0,30.0,6.0,6760006.0,0.3692662229771423,0.05691683720251303,30.0,12000000.0,12000000.0,0.06666666666666667,0.31525810734460114,16.300417291085605,0.8575345363125364,0.024509214515809948,30.0
Lucas Paquetá,br BRA,"FW,MF",31,31,2622.0,29.1,4.0,6.0,10.0,2.0,2.0,2.0,10.0,0.0,5.4,3.8,5.4,9.2,34.0,187.0,116.0,0.14,0.21,0.34,0.07,0.27,0.18,0.18,0.37,0.13,0.32,West Ham United,2023/24,lucas paqueta,west ham united,0.1374570446735395,0.20618556701030927,0.3436426116838488,ATT,0.05498281784742267,0.055727554162313446,0.040540540531409784,0.05007696804979632,6760000.0,42.95,8.59,6760008.59,0.3692663657743623,0.1356116805631707,42.95,65000000.0,65000000.0,0.3611111111111111,0.1386742967321527,17.989897843244528,0.9464149555087349,0.052912218732489594,25.0
Luis Díaz,co COL,FW,37,32,2629.0,29.2,8.0,5.0,13.0,8.0,0.0,0.0,3.0,0.0,11.9,11.9,5.7,17.5,137.0,113.0,302.0,0.27,0.17,0.45,0.27,0.45,0.41,0.19,0.6,0.41,0.6,Liverpool,2023/24,luis diaz,liverpool,0.273972602739726,0.17123287671232876,0.4452054794520548,ATT,0.10958904105205479,0.12693498448082507,0.04279279278315477,0.08967954284369385,4680000.0,0.0,1.0,4680000.0,0.2545870436719109,0.3522535526423402,5.0,75000000.0,75000000.0,0.4166666666666667,0.2152303862719382,18.132998684833918,0.9539432237516222,0.09400920998400389,26.0
Luis Sinisterra,co COL,"FW,MF",20,7,699.0,7.8,2.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,2.5,2.5,2.4,5.0,51.0,38.0,85.0,0.26,0.26,0.52,0.26,0.52,0.33,0.31,0.64,0.33,0.64,Bournemouth,2023/24,luis sinisterra,bournemouth,0.25641025641025644,0.25641025641025644,0.5128205128205129,ATT,0.10256410252307693,0.102167182630908,0.06981981980409463,0.09102421959299933,2028000.0,0.0,1.0,2028000.0,0.10837151183331341,0.8399198104128351,5.0,17000000.0,17000000.0,0.09444444444444444,0.9637756498307595,16.648723960844016,0.8758583002513399,0.10392561860892345,24.0
Luke Berry,eng ENG,"MF,DF",17,2,323.0,3.6,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.3,1.3,1.0,8.0,7.0,0.56,0.28,0.84,0.56,0.84,0.28,0.07,0.35,0.28,0.35,Luton Town,2023/24,luke berry,luton town,0.5555555555555556,0.2777777777777778,0.8333333333333333,MID,0.22222222213333334,0.08668730647470982,0.015765765762214917,0.12285547927171718,832000.0,0.0,1.0,832000.0,0.04243117394531848,2.895337849765573,5.0,400000.0,400000.0,0.0022222222222222222,55.26009862789018,12.899222326086994,0.67860401599919,0.18104121893473277,31.0
Luke Harris,wls WAL,MF,1,0,75.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.33,0.33,0.33,Fulham,2023/24,luke harris,fulham,0.0,0.0,0.0,MID,0.0,0.102167182630908,0.0,0.0204334365261816,104000.0,0.0,1.0,104000.0,0.002293576970017215,8.905099629771103,5.0,1000000.0,1000000.0,0.005555555555555556,3.6773566505155952,13.815511557963774,0.7268082826479546,0.028113890416667897,18.0
Luke Shaw,eng ENG,DF,12,12,959.0,10.7,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,1.0,10.0,45.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.1,0.0,0.1,Manchester United,2023/24,luke shaw,manchester united,0.0,0.0,0.0,DEF,0.0,0.0,0.020270270265704892,0.007094594592996712,10400000.0,37.5,7.5,10400007.5,0.5699542905547413,0.012447633543486358,37.5,32000000.0,32000000.0,0.17777777777777778,0.03990687010946214,17.281246492014,0.9091341302983852,0.007803674455598488,28.0
Luke Thomas,eng ENG,DF,12,11,917.0,10.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,0.5,0.1,0.6,8.0,33.0,22.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.06,0.05,0.06,Sheffield United,2023/24,luke thomas,sheffield united,0.0,0.0,0.0,DEF,0.0,0.015479876156198181,0.0,0.0030959752312396363,2600000.0,0.0,1.0,2600000.0,0.13990819517105013,0.022128461445686684,5.0,6000000.0,6000000.0,0.03333333333333333,0.0928764706430698,15.607270193858982,0.8210693609736401,0.003770657642017881,22.0
Lyle Foster,za RSA,"FW,MF",24,22,1899.0,21.1,5.0,3.0,8.0,5.0,0.0,0.0,0.0,1.0,4.5,4.5,1.9,6.4,55.0,37.0,104.0,0.24,0.14,0.38,0.24,0.38,0.21,0.09,0.3,0.21,0.3,Burnley,2023/24,lyle foster,burnley,0.23696682464454974,0.14218009478672985,0.3791469194312796,ATT,0.0947867298199052,0.06501547985603236,0.020270270265704892,0.06275171898316052,1300000.0,0.0,1.0,1300000.0,0.06823391485801215,0.9196423724384879,5.0,13000000.0,13000000.0,0.07222222222222222,0.8688579248109561,16.380459992348886,0.861745433462424,0.07281923840523417,22.0
Mads Juel Andersen,dk DEN,DF,8,4,400.0,4.4,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.3,0.3,0.0,0.3,0.0,7.0,1.0,0.23,0.0,0.23,0.23,0.23,0.06,0.0,0.06,0.06,0.06,Luton Town,2023/24,mads juel andersen,luton town,0.22727272727272727,0.0,0.22727272727272727,DEF,0.09090909087272726,0.018575851387437815,0.0,0.044624261170214834,2600000.0,0.0,1.0,2600000.0,0.13990819517105013,0.3189515965384414,5.0,13000000.0,13000000.0,0.07222222222222222,0.6178658303684004,16.380459992348886,0.861745433462424,0.05178351709669205,25.0
Mads Roerslev,dk DEN,DF,34,22,1985.0,22.1,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.9,0.9,1.8,2.7,18.0,43.0,90.0,0.05,0.09,0.14,0.05,0.14,0.04,0.08,0.12,0.04,0.12,Brentford,2023/24,mads roerslev,brentford,0.04524886877828054,0.09049773755656108,0.13574660633484162,DEF,0.018099547504072395,0.012383900924958545,0.018018018013959903,0.016927882866710254,1508000.0,0.0,1.0,1508000.0,0.07970179970809822,0.2123875563807866,5.0,10000000.0,10000000.0,0.05555555555555555,0.3046964070654574,16.118095750958314,0.8479429403073012,0.01996344576809578,24.0
Mahmoud Dahoud,de GER,MF,9,6,452.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.2,0.2,0.9,1.1,4.0,11.0,6.0,0.0,0.2,0.2,0.0,0.2,0.04,0.18,0.22,0.04,0.22,Brighton,2023/24,mahmoud dahoud,brighton,0.0,0.2,0.2,MID,0.0,0.012383900924958545,0.040540540531409784,0.016665969370985134,2808000.0,0.0,1.0,2808000.0,0.1513760800211362,0.11009572498464186,5.0,6000000.0,6000000.0,0.03333333333333333,0.4999640822070878,15.607270193858982,0.8210693609736401,0.02029785772710432,27.0
Malo Gusto,fr FRA,DF,27,19,1751.0,19.5,0.0,6.0,6.0,0.0,0.0,0.0,7.0,1.0,0.9,0.9,4.3,5.2,78.0,86.0,135.0,0.0,0.31,0.31,0.0,0.31,0.05,0.22,0.27,0.05,0.27,Chelsea,2023/24,malo gusto,chelsea,0.0,0.3076923076923077,0.3076923076923077,DEF,0.0,0.015479876156198181,0.049549549538389734,0.02043831756967604,5200000.0,0.0,1.0,5200000.0,0.28325675579712606,0.07215448527493915,5.0,35000000.0,35000000.0,0.19444444444444445,0.10511080693132684,17.370858648025116,0.9138484586054885,0.02236508144444754,20.0
